URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://hl7.org/fhir/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.4.2",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","ValueSet/administrative-gender,ConceptMap/ASS-A33-AdministrativeGender-Sexe"
http://loinc.org,3.1.0,active,"2.16.840.1.113883.6.1",LOINC,Logical Observation Identifiers, Names and Codes (LOINC),"LOINC provides a set of universal names and ID codes for identifying laboratory and clinical test results.1,2 LOINC facilitates the exchange and pooling of results, such as blood hemoglobin, serum potassium, or vital signs, for clinical care, outcomes management, and research. LOINC's universal identifiers (names and codes) can be used in the context of order and observation exchanges between information systems that use syntax standards such as HL73, CEN TC251, ISO TC215, ASTM4, and DICOM. Specifically, the identifier can be used as the coded value for an observation in any other standard that uses the observation/observation value paradigm, whether messages, documents, application programming interface (API), etc. For example, LOINC codes are used widely in the OBX segment Observation Identifier field (OBX-3) of an ORU HL7 (HL7 version 2.x or ASTM 1238-9410) message that may be sent between a Clinical Laboratory Information Management Systems (LIMS) and Electronic Health Record Systems (EHR).5, 6 In this way, LOINC codes provide universal identifiers that allow the exchange of clinical data between heterogeneous computing environments.","ConceptMap/ASS-X04-CorrespondanceType-Classe-CISIS,ValueSet/JDV-J66-TypeCode-DMP,ValueSet/JDV-J07-XdsTypeCode-CISIS,ValueSet/JDV-J154-TypeGlucose-ENS,ConceptMap/ASS-X16-CorrespondanceType-Classe-DMP,ValueSet/JDV-J279-Loinc-UPNOS,ValueSet/JDV-J157-MomentGlucose-ENS"
http://snomed.info/sct,http://snomed.info/sct/900000000000207008/version/20240301,active,"2.16.840.1.113883.6.96",SNOMED_CT,SNOMED CT core,"SNOMED CT is the most comprehensive and precise clinical health terminology product in the world, owned and distributed around the world by The International Health Terminology Standards Development Organisation (IHTSDO).","ValueSet/JDV-J161-Lateralite-CISIS,ValueSet/JDV-J155-MethodGlucoseSanguin-ENS,ValueSet/JDV-J151-BodySiteBodyTemperature-ENS,ValueSet/JDV-J149-BodySiteBP-ENS,ValueSet/JDV-J148-ReferenceRangeAppliesTo-CISIS,ValueSet/designation-use,ValueSet/JDV-J147-MethodHeartrate-ENS"
http://unitsofmeasure.org,3.0.1,active,"2.16.840.1.113883.6.8",UCUM,Unified Code for Units of Measure (UCUM),"The Unified Code for Units of Measure (UCUM) is a code system intended to include all units of measures being contemporarily used in international science, engineering, and business. The purpose is to facilitate unambiguous electronic communication of quantities together with their units. The focus is on electronic communication, as opposed to communication between humans. A typical application of The Unified Code for Units of Measure are electronic data interchange (EDI) protocols, but there is nothing that prevents it from being used in other types of machine communication.","ValueSet/JDV-J37-UcumUniteTemps,ValueSet/JDV-J49-UcumUniteLongueur,ValueSet/JDV-J278-UcumUniteMesure-UPNOS,ValueSet/JDV-J163-GlucoseUnits-ENS"
https://mos.esante.gouv.fr/NOS/TRE_A00-ProducteurDocNonPS/FHIR/TRE-A00-ProducteurDocNonPS,20240329120000,active,"1.2.250.1.213.1.1.4.6",TRE_A00_ProducteurDocNonPS,null,"Producteur de document non PS","ValueSet/JDV-J59-ContentTypeCode-DMP,ValueSet/JDV-J04-XdsPracticeSettingCode-CISIS,ValueSet/JDV-J62-PracticeSettingCode-DMP,ValueSet/JDV-J05-SubjectRole-CISIS,ValueSet/JDV-J02-XdsHealthcareFacilityTypeCode-CISIS,ValueSet/JDV-J03-XdsContentTypeCode-CISIS,ValueSet/JDV-J61-HealthcareFacilityTypeCode-DMP,ValueSet/JDV-J65-SubjectRole-DMP,ValueSet/JDV-J01-XdsAuthorSpecialty-CISIS,ValueSet/JDV-J56-AuthorSpecialty-DMP"
https://mos.esante.gouv.fr/NOS/TRE_A01-CadreExercice/FHIR/TRE-A01-CadreExercice,20240927120000,active,"1.2.250.1.213.1.1.4.9",TRE_A01_CadreExercice,null,"Cadre d'exercice","ValueSet/JDV-J04-XdsPracticeSettingCode-CISIS,ValueSet/JDV-J62-PracticeSettingCode-DMP"
https://mos.esante.gouv.fr/NOS/TRE_A02-ProfessionSavFaire-CISIS/FHIR/TRE-A02-ProfessionSavFaire-CISIS,20231215120000,active,"1.2.250.1.213.1.1.4.5",TRE_A02_ProfessionSavFaire_CISIS,null,"Profession et savoir-faire CI-SIS","ValueSet/1.2.250.1.213.1.1.5.38,ValueSet/1.2.250.1.213.1.1.5.66,ValueSet/1.2.250.1.213.1.1.5.42,ValueSet/1.2.250.1.213.1.1.5.63,ValueSet/JDV-J01-XdsAuthorSpecialty-CISIS,ValueSet/JDV-J56-AuthorSpecialty-DMP"
https://mos.esante.gouv.fr/NOS/TRE_A03-ClasseDocument/FHIR/TRE-A03-ClasseDocument,20231215120000,active,"1.2.250.1.213.1.1.4.1",TRE_A03_ClasseDocument,null,"Classe de document","ValueSet/JDV-J57-ClassCode-DMP,ConceptMap/ASS-X04-CorrespondanceType-Classe-CISIS,ValueSet/JDV-J06-XdsClassCode-CISIS,ConceptMap/ASS-X16-CorrespondanceType-Classe-DMP"
https://mos.esante.gouv.fr/NOS/TRE_A05-TypeDocComplementaire/FHIR/TRE-A05-TypeDocComplementaire,20240329120000,active,"1.2.250.1.213.1.1.4.12",TRE_A05_TypeDocComplementaire,null,"Type de document en complément des nomenclatures internationales","ConceptMap/ASS-X04-CorrespondanceType-Classe-CISIS,ValueSet/JDV-J66-TypeCode-DMP,ValueSet/JDV-J07-XdsTypeCode-CISIS,ConceptMap/ASS-X16-CorrespondanceType-Classe-DMP"
https://mos.esante.gouv.fr/NOS/TRE_A06-FormatCodeComplementaire/FHIR/TRE-A06-FormatCodeComplementaire,20240726120000,active,"1.2.250.1.213.1.1.4.2.282",TRE_A06_FormatCodeComplementaire,null,"formatCode en complément des nomenclatures internationales","ValueSet/JDV-J60-FormatCode-DMP,ValueSet/JDV-J10-XdsFormatCode-CISIS,ConceptMap/ASS-A11-CorresModeleCDA-XdsFormatCode-CISIS"
