/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/ASS/Alignement_CLADIMED_EMDN.json: line 0, col 0, Error - Conformance resource /home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/ASS/Alignement_CLADIMED_EMDN.json - the canonical URL (https://interop.esante.gouv.fr/ig/terminologie/ConceptMap/alignement-cladimed-emdn) does not match the URL (urn:x-evn-master:alignement-cladimed-emdn) (INVALID)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/ASS/Alignement_CLADIMED_EMDN.json: line 0, col 0, Error - Conformance resource /home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/ASS/Alignement_CLADIMED_EMDN.json - the canonical URL (https://interop.esante.gouv.fr/ig/terminologie/ConceptMap/alignement-cladimed-emdn) does not match the URL (urn:x-evn-master:alignement-cladimed-emdn) (INVALID)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/ASS/Alignement_CLADIMED_EMDN.json: line 1, col 970, Info - Code System URI 'https://smt.esante.gouv.fr/terminologie-ncit' is unknown so the code cannot be validated (UNKNOWN)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/ASS/Alignement_CLADIMED_EMDN.json: line 1, col 1700, Warning - The modifier extension http://hl7.org/fhir/1.0/StructureDefinition/extension-ConceptMap.element.target.equivalence from FHIR version {3} is not allowed to be used at this point (allowed = e:ConceptMap.element.target; this element is [[BackboneElement, ConceptMap.group.element.target]; this is a warning since contexts may be renamed between FHIR versions) (STRUCTURE)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/ASS/Alignement_CLADIMED_EMDN.json: line 1, col 2002, Warning - The modifier extension http://hl7.org/fhir/1.0/StructureDefinition/extension-ConceptMap.element.target.equivalence from FHIR version {3} is not allowed to be used at this point (allowed = e:ConceptMap.element.target; this element is [[BackboneElement, ConceptMap.group.element.target]; this is a warning since contexts may be renamed between FHIR versions) (STRUCTURE)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/ASS/Alignement_CLADIMED_EMDN.json: line 1, col 2360, Warning - The modifier extension http://hl7.org/fhir/1.0/StructureDefinition/extension-ConceptMap.element.target.equivalence from FHIR version {3} is not allowed to be used at this point (allowed = e:ConceptMap.element.target; this element is [[BackboneElement, ConceptMap.group.element.target]; this is a warning since contexts may be renamed between FHIR versions) (STRUCTURE)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/ASS/Alignement_CLADIMED_EMDN.json: line 1, col 2733, Warning - The modifier extension http://hl7.org/fhir/1.0/StructureDefinition/extension-ConceptMap.element.target.equivalence from FHIR version {3} is not allowed to be used at this point (allowed = e:ConceptMap.element.target; this element is [[BackboneElement, ConceptMap.group.element.target]; this is a warning since contexts may be renamed between FHIR versions) (STRUCTURE)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/ASS/Alignement_CLADIMED_EMDN.json: line 1, col 1398, Error - The source code 'A51CB01' is not valid in the code system https://smt.esante.gouv.fr/terminologie-cladimed|1.1.0 (REQUIRED)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/ASS/Alignement_CLADIMED_EMDN.json: line 1, col 1614, Error - The target code 'G03020302' is not valid in the code system https://smt.esante.gouv.fr/terminologie-emdn|1.1.0 (REQUIRED)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/ASS/Alignement_CLADIMED_EMDN.json: line 1, col 1720, Error - The source code 'A51CD01' is not valid in the code system https://smt.esante.gouv.fr/terminologie-cladimed|1.1.0 (REQUIRED)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/ASS/Alignement_CLADIMED_EMDN.json: line 1, col 1929, Error - The target code 'G020401' is not valid in the code system https://smt.esante.gouv.fr/terminologie-emdn|1.1.0 (REQUIRED)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/ASS/Alignement_CLADIMED_EMDN.json: line 1, col 2022, Error - The source code 'A51CA01' is not valid in the code system https://smt.esante.gouv.fr/terminologie-cladimed|1.1.0 (REQUIRED)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/ASS/Alignement_CLADIMED_EMDN.json: line 1, col 2236, Error - The target code 'G03020301' is not valid in the code system https://smt.esante.gouv.fr/terminologie-emdn|1.1.0 (REQUIRED)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/ASS/Alignement_CLADIMED_EMDN.json: line 1, col 2380, Error - The source code 'A56BA01' is not valid in the code system https://smt.esante.gouv.fr/terminologie-cladimed|1.1.0 (REQUIRED)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/ASS/Alignement_CLADIMED_EMDN.json: line 1, col 2609, Error - The target code 'P0501' is not valid in the code system https://smt.esante.gouv.fr/terminologie-emdn|1.1.0 (REQUIRED)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/ASS/Alignement_CLADIMED_EMDN.json: line 0, col 0, Error - URL Mismatch https://interop.esante.gouv.fr/ig/terminologie/ConceptMap/alignement-cladimed-emdn vs urn:x-evn-master:alignement-cladimed-emdn (BUSINESSRULE)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/JDV/CLADIMED Value Set.json: line 0, col 0, Error - Conformance resource /home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/JDV/CLADIMED Value Set.json - the canonical URL (https://interop.esante.gouv.fr/ig/terminologie/ValueSet/cladimed-valueset) does not match the URL (https://smt.esante.gouv.fr/terminologie-cladimed/valueset) (INVALID)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/JDV/CLADIMED Value Set.json: line 1, col 788, Warning - Constraint failed: vsd-0: 'Name should be usable as an identifier for the module by machine processing applications such as code generation' (INVARIANT)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/JDV/CLADIMED Value Set.json: line 1, col 788, Warning - Published value sets SHOULD conform to the ShareableValueSet profile, which says that the element ValueSet.title is mandatory, but it is not present (REQUIRED)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/JDV/CLADIMED Value Set.json: line 1, col 788, Warning - Published value sets SHOULD conform to the ShareableValueSet profile, which says that the element ValueSet.experimental is mandatory, but it is not present (REQUIRED)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/JDV/CLADIMED Value Set.json: line 0, col 0, Error - URL Mismatch https://interop.esante.gouv.fr/ig/terminologie/ValueSet/cladimed-valueset vs https://smt.esante.gouv.fr/terminologie-cladimed/valueset (BUSINESSRULE)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/JDV/EMDN Value Set.json: line 0, col 0, Error - Conformance resource /home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/JDV/EMDN Value Set.json - the canonical URL (https://interop.esante.gouv.fr/ig/terminologie/ValueSet/emdn-valueset) does not match the URL (https://smt.esante.gouv.fr/terminologie-emdn/valueset) (INVALID)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/JDV/EMDN Value Set.json: line 1, col 760, Warning - Constraint failed: vsd-0: 'Name should be usable as an identifier for the module by machine processing applications such as code generation' (INVARIANT)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/JDV/EMDN Value Set.json: line 1, col 760, Warning - Published value sets SHOULD conform to the ShareableValueSet profile, which says that the element ValueSet.title is mandatory, but it is not present (REQUIRED)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/JDV/EMDN Value Set.json: line 1, col 760, Warning - Published value sets SHOULD conform to the ShareableValueSet profile, which says that the element ValueSet.experimental is mandatory, but it is not present (REQUIRED)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/JDV/EMDN Value Set.json: line 0, col 0, Error - URL Mismatch https://interop.esante.gouv.fr/ig/terminologie/ValueSet/emdn-valueset vs https://smt.esante.gouv.fr/terminologie-emdn/valueset (BUSINESSRULE)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/JDV/Emdn_vs_all.json: line 0, col 0, Error - Conformance resource /home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/JDV/Emdn_vs_all.json - the canonical URL (https://interop.esante.gouv.fr/ig/terminologie/ValueSet/emdn-vs-all) does not match the URL (https://smt.esante.gouv.fr/fhir/ValueSet/emdn-vs-all) (INVALID)
/home/runner/work/IG-terminologie-de-sante/IG-terminologie-de-sante/input/ontoserver/JDV/Emdn_vs_all.json: line 0, col 0, Error - URL Mismatch https://interop.esante.gouv.fr/ig/terminologie/ValueSet/emdn-vs-all vs https://smt.esante.gouv.fr/fhir/ValueSet/emdn-vs-all (BUSINESSRULE)
